film_id,year,rating,liked,watched_date,url,title
243063,2017,,False,,https://letterboxd.com/film/the-greatest-showman,
395400,2017,,False,,https://letterboxd.com/film/blue-planet-ii,
107670,2017,,False,,https://letterboxd.com/film/justice-league,
225503,2017,,False,,https://letterboxd.com/film/jigsaw-2017,
285509,2017,,False,,https://letterboxd.com/film/coco-2017,
372701,2017,,False,,https://letterboxd.com/film/happy-death-day,
265439,2017,,False,,https://letterboxd.com/film/blade-runner-2049,
273979,2017,,False,,https://letterboxd.com/film/geralds-game,
273974,2017,,False,,https://letterboxd.com/film/kingsman-the-golden-circle,
198986,2017,,False,,https://letterboxd.com/film/the-lego-ninjago-movie,
366722,2017,,False,,https://letterboxd.com/film/the-ritual-2017,
316311,2017,,False,,https://letterboxd.com/film/mother-2017,
276819,2017,,False,,https://letterboxd.com/film/it-2017,
326279,2017,,False,,https://letterboxd.com/film/lady-bird,
333308,2017,,False,,https://letterboxd.com/film/the-shape-of-water,
281716,2017,,False,,https://letterboxd.com/film/death-note-2017,
313491,2017,,False,,https://letterboxd.com/film/the-emoji-movie,
310199,2017,,False,,https://letterboxd.com/film/dunkirk-2017,
206671,2017,,False,,https://letterboxd.com/film/war-for-the-planet-of-the-apes,
242710,2017,,False,,https://letterboxd.com/film/spider-man-homecoming,
330790,2017,,False,,https://letterboxd.com/film/annabelle-creation,
337665,2017,,False,,https://letterboxd.com/film/47-meters-down,
184062,2017,,False,,https://letterboxd.com/film/cars-3,
123066,2017,,False,,https://letterboxd.com/film/pirates-of-the-caribbean-dead-men-tell-no-tales,
328538,2017,,False,,https://letterboxd.com/film/the-florida-project,
333310,2017,,False,,https://letterboxd.com/film/the-killing-of-a-sacred-deer,
207340,2017,,False,,https://letterboxd.com/film/the-mummy-2017,
269341,2017,,False,,https://letterboxd.com/film/baywatch,
225027,2017,,False,,https://letterboxd.com/film/wonder-woman-2017,
663679,2017,,False,,https://letterboxd.com/film/history-of-the-entire-world-i-guess,
99144,2017,,False,,https://letterboxd.com/film/alien-covenant,
351914,2017,,False,,https://letterboxd.com/film/it-comes-at-night,
209322,2017,,False,,https://letterboxd.com/film/guardians-of-the-galaxy-vol-2,
266628,2017,,False,,https://letterboxd.com/film/the-fate-of-the-furious,
283209,2017,,False,,https://letterboxd.com/film/going-in-style-2017,
223050,2017,,False,,https://letterboxd.com/film/the-boss-baby,
307298,2017,,False,,https://letterboxd.com/film/the-disaster-artist,
358556,2017,,False,,https://letterboxd.com/film/how-to-be-a-latin-lover,
220080,2017,,False,,https://letterboxd.com/film/kong-skull-island,
186549,2017,,False,,https://letterboxd.com/film/logan-2017,
353117,2017,,False,,https://letterboxd.com/film/get-out-2017,
333029,2017,,False,,https://letterboxd.com/film/call-me-by-your-name,
287509,2016,,False,,https://letterboxd.com/film/why-him,
270177,2016,,False,,https://letterboxd.com/film/a-cure-for-wellness,
258128,2016,,False,,https://letterboxd.com/film/rogue-one-a-star-wars-story,
316312,2016,,False,,https://letterboxd.com/film/hidden-figures,
52504,2016,,False,,https://letterboxd.com/film/silence,
182910,2016,,False,,https://letterboxd.com/film/fantastic-beasts-and-where-to-find-them,
354468,2016,,False,,https://letterboxd.com/film/planet-earth-ii,
426149,2016,,False,,https://letterboxd.com/film/black-mirror-hated-in-the-nation,
426150,2016,,False,,https://letterboxd.com/film/black-mirror-men-against-fire,
425862,2016,,False,,https://letterboxd.com/film/black-mirror-shut-up-and-dance,
425860,2016,,False,,https://letterboxd.com/film/black-mirror-playtest,
422900,2016,,False,,https://letterboxd.com/film/black-mirror-nosedive,
478261,2016,,False,,https://letterboxd.com/film/black-mirror-san-junipero,
264335,2016,,False,,https://letterboxd.com/film/ouija-origin-of-evil,
354251,2016,,False,,https://letterboxd.com/film/terrifier-2016,
201909,2016,,False,,https://letterboxd.com/film/moana-2016,
229467,2016,,False,,https://letterboxd.com/film/snowden,
264336,2016,,False,,https://letterboxd.com/film/sing-2016,
251872,2016,,False,,https://letterboxd.com/film/hacksaw-ridge,
301040,2016,,False,,https://letterboxd.com/film/sully,
312205,2016,,False,,https://letterboxd.com/film/moonlight-2016,
240344,2016,,False,,https://letterboxd.com/film/la-la-land,
235388,2016,,False,,https://letterboxd.com/film/war-dogs-2016,
307684,2016,,False,,https://letterboxd.com/film/your-name,
243745,2016,,False,,https://letterboxd.com/film/the-purge-election-year,
